Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,PGN,WhiteTitle,FEN,SetUp
Rated Rapid game,https://lichess.org/sAvjaHQj,2018.10.27,-,Suhag4975,HushPuppies,1-0,2018.10.27,04:09:12,1295,1299,+11,-17,Standard,-,B27,Time forfeit,1. e4 e5 2. Nf3 c5 3. Nxe5 Qe7 4. d4 f6 5. Nf3 cxd4 6. Nxd4 Nc6 7. Nxc6 dxc6 8. Bd3 Bd7 9. Nc3 O-O-O 10. Qe2 g6 11. a4 f5 12. exf5 Re8 13. fxg6 hxg6 14. Qxe7 Rxe7+ 15. Be3 Bf5 16. Bxf5+ gxf5 17. g3 Bh6 18. O-O Bxe3 19. fxe3 Rhh7 20. Rxf5 Nh6 21. Rf8+ Kc7 22. Raf1 Rhf7 23. Rh8 Ng4 24. e4 Rxf1+ 25. Kxf1 Ne3+ 26. Kf2 Nxc2 27. g4 Nd4 28. g5 Rg7 29. Rh5 Ne6 30. h4 Rf7+ 31. Kg3 Rf4 32. g6 Kd6 33. Rh6 Ke5 34. Rh7 Kf6 35. h5 Kg5 36. g7 Rg4+ 37. Kf2 Kf6 38. h6 Rg6 39. Rh8 Nxg7 40. hxg7 Kxg7 41. Rh2 Kf7 42. e5 Rg5 43. Rh7+ Ke6 44. Rh6+ 1-0,,,
Rated Rapid game,https://lichess.org/e5VlAQtR,2018.10.27,-,HushPuppies,dansetan,1-0,2018.10.27,02:42:44,1281,1300,+18,-11,Standard,600+0,C44,Normal,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Nxc3 Nf6 6. Be3 Bd6 7. Bg5 O-O 8. Nd5 Be7 9. Nxe7+ Qxe7 10. a3 Qxe4+ 11. Qe2 Qxe2+ 12. Bxe2 Re8 13. Bxf6 gxf6 14. b4 d5 15. Ra2 Bg4 16. O-O Bxf3 17. Bxf3 Rad8 18. Rd2 d4 19. Rfd1 b5 20. Bxc6 Re6 21. Bxb5 Rb6 22. a4 c6 23. Be2 Rxb4 24. a5 c5 25. h4 c4 26. Rxd4 Rxd4 27. Rxd4 Ra4 28. h5 Rxa5 29. h6 Ra1+ 30. Kh2 c3 31. Rd8# 1-0,,,
Rated Rapid game,https://lichess.org/iHt6acy4,2018.10.27,-,HushPuppies,Maxi10,0-1,2018.10.27,02:31:04,1302,1247,-21,+12,Standard,600+0,C44,Normal,1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 4. d3 a6 5. Be3 Bxe3 6. fxe3 d6 7. Nbd2 Nf6 8. Qc2 b5 9. b4 h6 10. O-O-O Bg4 11. h3 Bxf3 12. gxf3 O-O 13. Qb3 a5 14. a3 a4 15. Qa2 Nh5 16. Rg1 Na7 17. f4 exf4 18. Be2 fxe3 19. Nf3 Nf4 20. Rde1 Nxh3 21. Rg3 Nf4 22. Nd4 Nxe2+ 23. Rxe2 Qh4 24. Rgxe3 Qh1+ 25. Kd2 Qh4 26. Rf3 Qg5+ 27. Kc2 Qg4 28. Rxf7 Rxf7 29. Rf2 Qg6 30. Nf5 Re8 31. c4 Kh8 32. Rf3 Qg2+ 33. Kc3 Qxa2 34. e5 Qxa3+ 35. Kd4 Rxf5 36. Rxf5 dxe5+ 37. Kd5 Qxd3+ 38. Kc5 Qxf5 0-1,,,
Rated Rapid game,https://lichess.org/2X5lyBsX,2018.10.27,-,NVelikonja,HushPuppies,0-1,2018.10.27,01:40:18,1371,1278,-15,+24,Standard,600+0,C30,Normal,1. e4 e5 2. f4 d6 3. fxe5 dxe5 4. Nf3 Bd6 5. d4 Nd7 6. d5 f5 7. Bd3 Nh6 8. Be3 Rg8 9. h4 Nf6 10. Ng5 fxe4 11. Nxe4 Bd7 12. Nxf6+ Qxf6 13. Bg5 Qf7 14. Be4 Be7 15. Rf1 Bf6 16. Qf3 Rf8 17. d6 cxd6 18. Bxb7 Rb8 19. Nd2 Bxg5 20. Qxf7+ Rxf7 21. Rxf7 Nxf7 22. hxg5 Rxb7 23. O-O-O Nxg5 24. Nc4 Ke7 25. Nxd6 Rc7 26. c4 Ne6 27. Nf5+ Kf8 28. Ne3 e4 29. b3 a5 30. Nd5 Rc6 31. Nc3 Nc5 32. a4 Bf5 33. Kb2 Rb6 34. Rd8+ Ke7 35. Rd5 Rxb3+ 36. Kc2 e3+ 37. Kd1 Bg4+ 38. Kc2 Rxc3+ 39. Kxc3 Ne6 40. Re5 e2 41. Kd2 Kd6 42. Re4 h5 43. Ke1 Nc5 44. Rd4+ Kc6 45. Rd8 Nd3+ 46. Rxd3 Kc5 47. Rc3 Kb4 48. c5 Kxc3 49. c6 Kb3 50. c7 Kxa4 0-1,,,
Rated Rapid game,https://lichess.org/gMV48BMv,2018.10.27,-,HushPuppies,daudgurning,0-1,2018.10.27,01:28:23,1301,1237,-23,+12,Standard,600+0,D00,Normal,1. d4 d5 2. c3 Nc6 3. e4 dxe4 4. Bb5 Bd7 5. Bxc6 Bxc6 6. Nd2 e3 7. fxe3 Bxg2 8. Qa4+ c6 9. Qb3 Bxh1 10. Ndf3 Bxf3 11. Nxf3 e6 12. Ke2 Bd6 13. Bd2 Nf6 14. Ng5 O-O 15. e4 Bxh2 16. Rh1 h6 17. Rxh2 hxg5 18. c4 Nxe4 19. Qh3 f6 20. Bb4 Re8 21. Qh8+ Kf7 22. Qh5+ Kg8 23. Qh7+ Kf7 24. Rh6 Rh8 25. Qg6+ Kg8 26. Qxg7+ Kxg7 27. Bf8+ Kf7 28. Bg7 0-1,,,
Rated Rapid game,https://lichess.org/cpMbwRgL,2018.10.27,-,HushPuppies,Charliefelipe,1-0,2018.10.27,01:19:20,1281,1287,+20,-10,Standard,600+0,C00,Normal,1. e4 e6 2. Nf3 Nf6 3. c4 Nxe4 4. Qe2 Ng5 5. g3 Nxf3+ 6. Qxf3 d5 7. cxd5 Qxd5 8. Bg2 Qc5 9. Nc3 Qe5+ 10. Qe4 Qxe4+ 11. Bxe4 Bb4 12. O-O Bxc3 13. dxc3 g6 14. b4 f5 15. Bc2 O-O 16. Ba3 Rd8 17. Rfe1 a6 18. Bb3 Kf7 19. Re2 Rd3 20. Rae1 Kg7 21. Bxe6 Bxe6 22. Rxe6 Rxc3 23. R1e3 Rxe3 24. Rxe3 Nc6 25. b5 Nd4 26. Bb2 Rd8 27. Rd3 c5 28. bxc6 bxc6 29. Bxd4+ Kh6 30. Be3+ 1-0,,,
Rated Bullet game,https://lichess.org/ngUYjfOk,2018.10.27,-,krishnashenoy123,HushPuppies,1-0,2018.10.27,00:58:19,924,939,+11,-42,Standard,600+0,A04,Time forfeit,1. Nf3 c6 2. g3 1-0,,,
Rated Bullet game,https://lichess.org/tfjcpUzC,2018.10.27,-,Leon0001,HushPuppies,1-0,2018.10.27,00:42:15,866,1001,+14,-62,Standard,60+0,A00,Normal,1. h3 d5 2. g3 e6 3. Bg2 Nc6 4. b3 Bd6 5. Bb2 Nf6 6. d3 O-O 7. e3 Qe7 8. Ne2 Bd7 9. Nd2 Rad8 10. a4 Nb4 11. h4 Be5 12. c3 Bxc3 13. Bxc3 Nh5 14. Bxb4 f5 15. Bxe7 1-0,,,
Rated UltraBullet game,https://lichess.org/mWE4J96Z,2018.10.27,-,HushPuppies,R-I-L-U-X-S,0-1,2018.10.27,00:16:18,1500,1962,-39,+3,Standard,60+0,B10,Time forfeit,1. e4 c6 2. d3 d5 3. Nc3 dxe4 4. b4 exd3 5. Bf4 dxc2 6. Bxb8 cxd1=Q+ 7. Nxd1 Qb6 8. Bc4 Qxb4+ 9. Nc3 Qxc4 0-1,,,
Rated Rapid game,https://lichess.org/CmAzrkrZ,2018.10.26,-,HushPuppies,hasanserin21,1-0,2018.10.26,23:39:22,1259,1281,+22,-11,Standard,15+0,C40,Normal,1. e4 e5 2. Nf3 f6 3. c3 d5 4. d3 dxe4 5. dxe4 Qxd1+ 6. Kxd1 Nc6 7. Bb5 Bd7 8. Bxc6 Bxc6 9. b3 Bxe4 10. Nbd2 O-O-O 11. Re1 Bxf3+ 12. gxf3 Nh6 13. Kc2 b6 14. a4 a5 15. Ba3 Bd6 16. Bxd6 cxd6 17. Re4 Kb7 18. f4 d5 19. Re3 exf4 20. Re7+ Ka6 21. Nf3 Nf5 22. Rc7 d4 23. b4 d3+ 24. Kd2 axb4 25. cxb4 Rhe8 26. Ng1 f3 27. Ra3 h5 28. Kc3 d2 29. b5+ Ka5 30. Ra7# 1-0,,,
Rated Bullet game,https://lichess.org/ud3TUGDI,2018.10.26,-,Ixess,HushPuppies,0-1,2018.10.26,23:37:19,962,948,-11,+53,Standard,600+0,B00,Normal,1. d4 d6 2. e4 Nc6 3. Nc3 Nf6 4. d5 e5 5. dxc6 Nxe4 6. Nxe4 d5 7. cxb7 Qh4 8. bxa8=Q Be7 9. Ne2 dxe4 10. Nc3 Bc5 11. Qxe4 Qxf2# 0-1,,,
Rated Rapid game,https://lichess.org/xiaH8a2K,2018.10.26,-,Mu_Tefa,HushPuppies,0-1,2018.10.26,22:41:13,1001,1250,-4,+9,Standard,60+0,D00,Normal,1. d4 d5 2. Nc3 e6 3. Nf3 h6 4. e3 b6 5. a3 Bd6 6. b4 Nf6 7. g4 Nxg4 8. h3 Nf6 9. Bb5+ Bd7 10. Bd3 O-O 11. a4 Na6 12. Ba3 Ne4 13. Bxe4 dxe4 14. Nxe4 Bc6 15. b5 Bxe4 16. bxa6 Qf6 17. O-O Bxf3 18. Qd3 Rad8 19. Qb5 Qg6+ 20. Qg5 Qxg5# 0-1,,,
Casual Antichess game,https://lichess.org/JKxcsmAs,2018.10.26,-,maxcassino,HushPuppies,1-0,2018.10.26,08:04:55,1563,1500,,,Antichess,600+0,?,Normal,1. g4 e5 2. f4 exf4 3. g5 1-0,,,
Rated Correspondence game,https://lichess.org/PYjW0HYi,2018.10.26,-,HushPuppies,likedwise,0-1,2018.10.26,07:27:51,1500,1437,-190,+146,Standard,-,B01,Normal,1. e4 d5 2. Nc3 d4 3. Nce2 c5 4. c4 Qa5 5. Nf3 Nc6 6. b4 Nxb4 7. a3 Nd3# 0-1,,,
Casual Rapid game,https://lichess.org/BU1EFu28,2018.10.26,-,mdfive,HushPuppies,0-1,2018.10.26,07:08:52,1220,1250,,,Standard,-,B25,Normal,1. e4 c5 2. Nc3 Nc6 3. Nf3 e5 4. Bb5 Nd4 5. Nxd4 cxd4 6. Nd5 Qa5 7. a4 Bc5 8. O-O Ne7 9. Re1 O-O 10. d3 a6 11. Bc4 b5 12. Bb3 Rb8 13. Bg5 Nxd5 14. exd5 Bb7 15. Rxe5 Rfe8 16. Qe1 Qxe1+ 17. Raxe1 Kf8 18. c3 f6 19. Rxe8+ Rxe8 20. Rxe8+ Kxe8 21. Bf4 d6 22. axb5 axb5 23. Bd1 Bxd5 24. b4 Bb6 25. Bxd6 dxc3 26. Bf3 c2 27. Bf4 Ke7 28. Bc1 Bc7 29. Bxd5 Bf4 30. Bb3 Bxc1 31. Bxc2 Ke6 32. g4 Kd5 33. f3 Bd2 34. h4 Bxb4 35. Kf2 Bc5+ 36. Ke2 b4 37. Kd2 Kd4 38. Kc1 Kc3 39. h5 b3 40. Bxb3 Kxb3 41. Kd2 Kb4 42. Ke2 Kc3 43. f4 Kd4 44. g5 Bd6 45. gxf6 gxf6 46. f5 Ke5 47. Ke3 Kxf5 48. d4 Kg5 49. d5 Kxh5 50. Kd4 Kg5 51. Kc4 Bg3 52. Kc5 h5 53. Kd4 h4 54. Ke3 Kg4 55. Ke2 Kh3 56. Kf1 Kh2 57. d6 Bxd6 58. Kf2 h3 59. Kf1 Kh1 60. Kf2 Bc5+ 61. Kf1 Kh2 62. Ke2 Kg2 0-1,,,
Rated Blitz game,https://lichess.org/Rl8rOow0,2018.10.26,-,HushPuppies,Eidelan,0-1,2018.10.26,07:00:34,1204,1244,-18,+9,Standard,300+5,E00,Time forfeit,1. c4 e6 2. d4 Nf6 3. e3 d5 4. Nc3 c5 5. Nf3 cxd4 6. Nxd4 g6 7. Be2 dxc4 8. O-O Bg7 9. Bf3 O-O 10. Qa4 Bd7 11. Qxc4 Nc6 12. Nxc6 bxc6 13. Bxc6 Rc8 14. Rd1 Rxc6 15. Qxc6 Bxc6 16. Rxd8 Rxd8 17. b4 Ne4 18. f3 Nxc3 0-1,,,
Rated Blitz game,https://lichess.org/VnV3ll7x,2018.10.26,-,Javejapon,HushPuppies,1-0,2018.10.26,06:57:10,1166,1228,+19,-24,Standard,300+3,B20,Normal,1. e4 c5 2. Qh5 g6 3. Qxc5 e6 4. Qc3 Nf6 5. d3 Be7 6. Bh6 Nh5 7. Qxh8+ Bf8 8. Qxf8# 1-0,,,
Rated Blitz game,https://lichess.org/5Nqebf56,2018.10.26,-,Nickbaro,HushPuppies,1-0,2018.10.26,06:48:57,1283,1248,+9,-20,Standard,300+3,B13,Normal,1. d4 d5 2. e4 c6 3. exd5 cxd5 4. Nc3 e6 5. Nf3 a6 6. Bd3 h6 7. Ne5 Bd6 8. O-O Bxe5 9. dxe5 Ne7 10. Be3 d4 11. Bd2 dxc3 12. Bxc3 O-O 13. Qg4 b5 14. Rfd1 Bb7 15. Bh7+ Kxh7 16. Rxd8 Rxd8 17. Qf4 Nbc6 18. Qxf7 Rd7 19. h3 Nd5 20. Qxd7 Nxc3 21. Qxb7 Ne2+ 22. Kh2 Rf8 23. Qxc6 Rxf2 24. Qe4+ Kg8 25. Qe3 Rxg2+ 1-0,,,
Casual Correspondence game,https://lichess.org/krlcs0ly,2018.10.26,-,HushPuppies,SEK3AGORA,0-1,2018.10.26,00:45:02,1500,1253,,,Standard,300+3,B01,Normal,1. e4 d5 2. Nc3 dxe4 3. Nxe4 e6 4. Qh5 g6 5. Qf3 f5 6. Ng5 Qxg5 7. Bb5+ c6 8. Bxc6+ Nxc6 9. d4 Nxd4 10. Qc6+ bxc6 11. Bxg5 Nxc2+ 0-1,,,
Casual Correspondence game,https://lichess.org/uNQ5xgJ1,2018.10.25,-,HushPuppies,gabrieleLL,0-1,2018.10.25,23:46:15,1500,1500,,,Standard,-,B07,Normal,1. e4 e5 2. d4 d6 3. Be3 Nf6 4. Nc3 0-1,,,
Casual Correspondence game,https://lichess.org/Vahljozt,2018.10.25,-,gabrieleLL,HushPuppies,0-1,2018.10.25,22:48:51,1500,1500,,,Standard,-,C50,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nge7 4. O-O h6 5. d3 d5 6. exd5 Nxd5 7. Bxd5 Qxd5 8. c4 Qd6 9. Nc3 a6 10. Re1 f6 11. Be3 Bg4 12. c5 Qe6 13. Qb3 Qxb3 14. axb3 Bxf3 15. gxf3 O-O-O 16. Rad1 Nb4 17. f4 Nxd3 18. Rxd3 Rxd3 19. Rd1 e4 20. Kf1 Rxd1+ 21. Nxd1 Be7 22. Nc3 f5 23. Bd4 Bf6 24. Bxf6 gxf6 25. Nd5 Rd8 26. Ne7+ Kd7 27. Nxf5 Kc6 28. b4 Kb5 29. Nxh6 Rd2 30. Ng4 Rxb2 31. Nxf6 Rb1+ 32. Kg2 Rb2 33. Nxe4 Rxb4 34. Nc3+ Kxc5 35. Ne4+ Rxe4 36. f3 Rxf4 37. Kg3 Rf6 38. f4 Kd6 39. Kg4 Ke6 40. h4 Rxf4+ 41. Kxf4 Kf6 42. h5 Kg7 43. Kg4 Kh6 44. Kh4 a5 45. Kg4 a4 46. Kh4 a3 47. Kg4 a2 48. Kh4 a1=Q 49. Kg4 Qe5 50. Kh4 Qxh5+ 51. Kg3 Qf5 52. Kh4 Qg5+ 53. Kh3 Kh5 54. Kh2 Kg4 55. Kg2 Qf4 56. Kg1 Kf5 57. Kg2 Ke4 58. Kh3 Qg5 59. Kh2 Kf3 60. Kh3 Qg3# 0-1,,,
Casual Blitz game,https://lichess.org/uBGM1Uol,2018.10.25,-,mdfive,HushPuppies,0-1,2018.10.25,06:09:04,1500,1248,,,Standard,-,C70,Normal,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 b5 5. Bb3 Bb7 6. a4 Nf6 7. d3 Bc5 8. O-O O-O 9. Bg5 d5 10. Bxd5 Nd4 11. Bxb7 Ra7 12. Bd5 Qd7 13. Nc3 c6 14. Bxf6 gxf6 15. Nh4 Kh8 16. Nf5 cxd5 17. exd5 Nxf5 18. Qg4 Nd4 19. Qxd7 Rxd7 20. axb5 Nxb5 21. Nxb5 axb5 22. Ra5 Rb8 23. c4 Bb4 24. Ra4 bxa4 0-1,,,
Casual Correspondence game,https://lichess.org/pSH3eVIN,2018.10.25,-,Anonymous,HushPuppies,0-1,2018.10.25,03:52:50,?,1500,,,Standard,300+0,B20,Normal,1. e4 c5 2. d3 Nc6 3. Be2 e5 4. Bg4 d6 5. Bxc8 Rxc8 6. Nc3 h6 7. Nd5 Nb4 8. Nxb4 cxb4 9. Be3 Be7 10. Nf3 Bg5 11. Nxg5 hxg5 12. Bxa7 Qa5 13. Qg4 Ne7 14. Be3 Rxc2 15. O-O Rxb2 16. Qxg5 Rxa2 17. Rxa2 Qxa2 18. Qxg7 Rg8 19. Qh7 b3 20. Bg5 Rxg5 21. Qh8+ Rg8 22. Qh6 b2 23. Qd2 Qa1 24. Qc2 Kd7 25. Qc3 Ra8 26. h4 Qxf1+ 27. Kxf1 b1=Q+ 28. Qe1 Ra1 29. g4 Qxe1+ 30. Kg2 Ra2 31. h5 Rxf2+ 32. Kg3 Qg1+ 33. Kh4 Rg2 34. h6 Rxg4+ 35. Kh5 Qg3 36. h7 Nc6 37. h8=Q Qh4# 0-1,,,
Casual Correspondence game,https://lichess.org/c7IJBwhl,2018.10.25,-,HushPuppies,Anonymous,0-1,2018.10.25,03:33:39,1500,?,,,Standard,-,C41,Normal,1. e4 e5 2. Nf3 d6 3. Nc3 Nc6 4. Bb5 a6 5. Bxc6+ bxc6 6. h3 Rb8 7. O-O c5 8. a3 f5 9. d3 g6 10. Ng5 Be7 11. h4 h6 12. exf5 hxg5 13. Bxg5 Bxg5 14. hxg5 Qxg5 15. fxg6 Qh6 16. Nd5 Qh1# 0-1,,,
Rated Rapid game,https://lichess.org/JgPo8YCg,2018.10.24,-,HushPuppies,keniz,1-0,2018.10.24,08:41:51,1225,1271,+25,-15,Standard,-,C20,Normal,1. e4 e5 2. d3 Nc6 3. c4 Bc5 4. Be3 Bxe3 5. fxe3 Qe7 6. Nc3 Qb4 7. Qb3 Qxb3 8. axb3 Nf6 9. Nf3 Ng4 10. O-O-O Nxe3 11. Re1 Nxf1 12. Rhxf1 O-O 13. Kc2 Nd4+ 14. Nxd4 exd4 15. Nd5 c6 16. Ne7+ Kh8 17. g4 Re8 18. Nf5 g6 19. Nh6 f5 20. gxf5 gxf5 21. Rxf5 d5 22. Rf7 Be6 23. Rf6 dxc4 24. bxc4 b5 25. Rg1 bxc4 26. dxc4 Bxc4 27. e5 d3+ 28. Kc3 Ba2 29. b3 Rxe5 30. Nf7# 1-0,,,
Rated Rapid game,https://lichess.org/VoMNCzMY,2018.10.24,-,HushPuppies,James_Fischer,0-1,2018.10.24,08:37:22,1246,1281,-21,+14,Standard,600+0,C23,Normal,1. e4 e5 2. Bc4 Nh6 3. Nf3 Nc6 4. c3 d6 5. O-O Bg4 6. Be2 d5 7. d3 dxe4 8. dxe4 Bd6 9. Nxe5 Bxe5 10. Bxg4 Nxg4 11. Qxg4 O-O 12. Bh6 Qd6 13. Qxg7+ Bxg7 0-1,,,
Rated Rapid game,https://lichess.org/rAQWQ7fB,2018.10.24,-,Wanjak,HushPuppies,1-0,2018.10.24,08:35:14,1260,1272,+10,-26,Standard,600+0,C50,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nh6 4. d4 d6 5. Ng5 Qe7 6. Nxf7 Qxf7 7. Bxf7+ 1-0,,,
Rated Rapid game,https://lichess.org/LlAijLbQ,2018.10.23,-,HushPuppies,Free4all,1-0,2018.10.23,05:50:32,1242,1290,+30,-13,Standard,600+0,C44,Normal,1. e4 e5 2. Nf3 Nc6 3. c3 Bc5 4. d3 Nf6 5. Be3 Bxe3 6. fxe3 d5 7. exd5 Nxd5 8. e4 Nf6 9. Nbd2 Be6 10. Qe2 h6 11. O-O-O O-O 12. Nc4 Bxc4 13. dxc4 Qe7 14. h3 Rad8 15. g4 Rd2 16. Rxd2 1-0,,,
Rated Rapid game,https://lichess.org/iMjxRjx9,2018.10.23,-,xAkagame,HushPuppies,1-0,2018.10.23,05:40:12,1246,1272,+11,-30,Standard,600+0,C44,Normal,1. e4 e5 2. Nf3 Nc6 3. d4 d5 4. dxe5 dxe4 5. Qxd8+ Nxd8 6. Ng5 h6 7. Nxe4 Ne6 8. Bb5+ c6 9. Bc4 Nd4 10. Na3 Bxa3 11. O-O Be7 12. c3 Ne2+ 13. Bxe2 Be6 14. Rd1 f6 15. exf6 Nxf6 16. Nxf6+ Bxf6 17. Bh5+ Bf7 18. Bxf7+ Kxf7 19. Rd7+ Be7 20. Rxb7 Rad8 21. Be3 Rd6 22. Bc5 Re6 23. Rxa7 Kg6 24. Bxe7 Re8 25. g3 R8xe7 26. Rxe7 Rxe7 27. Rd1 Re2 28. b4 Rxa2 29. Rd6+ Kh7 30. Rxc6 Rc2 31. b5 Kg8 32. b6 Rb2 1-0,,,
Rated Bullet game,https://lichess.org/BPhJLtT2,2018.10.22,-,HushPuppies,barrinhaftw,0-1,2018.10.22,06:15:37,1031,864,-83,+24,Standard,600+0,A06,Time forfeit,1. e4 d5 2. Nf3 dxe4 3. d3 exd3 4. cxd3 Qxd3 5. Qxd3 f5 6. Be3 Nf6 7. Nc3 g5 8. Rd1 Bh6 9. Qb5+ Bd7 10. Rxd7 Nbxd7 11. Bc4 Kf8 12. Bc5 Nxc5 13. Qxc5 b6 14. Qb4 b5 15. O-O Rb8 16. Nd5 bxc4 17. Nxf6 Rxb4 18. Nd7+ Kf7 19. Nde5+ Ke8 20. Rd1 Kf8 21. Rd8+ Kg7 22. Nd4 Rb8 23. Nxf5+ Kf6 24. Rd5 Kxf5 25. Nf3+ Ke6 0-1,,,
Rated Blitz game,https://lichess.org/NOe3OF6G,2018.10.21,-,Syrsq,HushPuppies,1-0,2018.10.21,21:40:24,1206,1275,+12,-27,Standard,60+0,D07,Normal,1. d4 d5 2. c4 Nc6 3. Nf3 e6 4. e3 a6 5. Bd2 Nf6 6. Nc3 Bb4 7. Bd3 Bxc3 8. Bxc3 dxc4 9. Bxc4 Ne4 10. O-O O-O 11. Qd3 f5 12. d5 exd5 13. Bxd5+ Rf7 14. Bxf7+ 1-0,,,
Rated Rapid game,https://lichess.org/tKFIWR0Z,2018.10.21,-,HushPuppies,Malrauxis,0-1,2018.10.21,06:49:55,1302,1303,-30,+10,Standard,300+3,C44,Normal,1. e4 e5 2. Nf3 Nc6 3. d4 d6 4. c3 Be6 5. b3 Nf6 6. Bd3 d5 7. Bb5 dxe4 8. Nxe5 Qd5 9. Bxc6+ bxc6 10. c4 Qa5+ 11. Bd2 Qb6 12. O-O Qxd4 13. Nc3 Qxe5 14. g3 Bc5 15. Be3 Bxe3 16. fxe3 Qxc3 17. Rc1 Qxe3+ 18. Rf2 O-O 19. Kg2 Ng4 20. Qc2 Qg5 21. Rd2 e3 0-1,,,
Rated Rapid game,https://lichess.org/mt284UEI,2018.10.21,-,HushPuppies,tanguner,1/2-1/2,2018.10.21,06:33:06,1296,1362,+6,-2,Standard,600+0,A00,Normal,1. e3 e5 2. Qe2 Nf6 3. Kd1 Nc6 4. Qe1 d5 5. Bb5 Bc5 6. Bxc6+ bxc6 7. Nf3 e4 8. Ne5 Qd6 9. f4 exf3 10. Nxf3 Bg4 11. d4 Bb6 12. Nd2 O-O 13. b3 Rfe8 14. Bb2 c5 15. Qg3 Qd7 16. Ke2 cxd4 17. Bxd4 Bxd4 18. h3 Bxa1 19. Rxa1 Bxf3+ 20. Qxf3 d4 21. Nc4 Rad8 22. Rd1 Nd5 23. Rxd4 Rxe3+ 24. Qxe3 Nxe3 25. Rxd7 Rxd7 26. Nxe3 Re7 27. c4 c5 28. a3 a5 29. Kd2 f5 30. Nxf5 Rf7 31. Nd6 Rf2+ 32. Kc3 Rxg2 33. b4 Rg3+ 34. Kb2 cxb4 35. c5 Rxa3 36. Nb7 Kf7 37. c6 Rc3 38. Nxa5 Ke7 39. h4 h6 40. Nb3 g5 41. Nd4 gxh4 42. Nf5+ Kf6 43. Nxh4 Kg5 44. Nf3+ Kf4 45. Nd4 h5 46. c7 Rxc7 47. Ne6+ Kg3 48. Nxc7 h4 49. Nd5 h3 50. Ne3 h2 51. Nf1+ Kg2 52. Nxh2 Kxh2 53. Kb3 Kg3 54. Kxb4 1/2-1/2,,,
Rated Rapid game,https://lichess.org/HemqwQC8,2018.10.21,-,sanufriienko,HushPuppies,1-0,2018.10.21,06:25:31,1318,1333,+11,-37,Standard,600+0,A20,Normal,1. c4 e5 2. g3 c6 3. Bg2 Ne7 4. e4 g6 5. Nf3 d6 6. O-O Bg4 7. h3 Bxf3 8. Bxf3 Bg7 9. b3 Nd7 10. Bb2 O-O 11. d4 exd4 12. Bxd4 c5 13. Bxg7 Kxg7 14. Qxd6 Re8 15. Nc3 Nc8 16. Qd5 Nf6 17. Qxd8 Rxd8 18. e5 Rd3 19. exf6+ Kxf6 20. Nd5+ Kg7 21. Bg2 Nd6 22. Nf4 Rd2 23. Bxb7 Re8 24. Bg2 Kh6 25. Rad1 Rxa2 26. Rxd6 Ree2 27. Nxe2 1-0,,,
Rated Rapid game,https://lichess.org/OptOkjrp,2018.10.21,-,Fjodo,HushPuppies,1-0,2018.10.21,06:19:43,1353,1375,+11,-42,Standard,600+0,C50,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 a6 4. a4 Nb4 5. c3 Nd3+ 6. Bxd3 d6 7. O-O Qf6 8. Bc4 Bg4 9. d4 Bxf3 10. Qxf3 Qxf3 11. gxf3 Be7 12. dxe5 dxe5 13. f4 Rd8 14. fxe5 Bc5 15. e6 fxe6 16. Bxe6 Nf6 17. b4 1-0,,,
Casual Correspondence game,https://lichess.org/ZK3j71gh,2018.10.21,-,HushPuppies,Anonymous,1-0,2018.10.21,05:33:30,1500,?,,,Standard,600+0,B01,Normal,1. e4 d5 2. Nc3 e6 3. Bb5+ Nc6 4. f4 Ne7 5. Nf3 Ng6 6. f5 Nf4 7. fxe6 Nxg2+ 8. Kf2 Nf4 9. d3 Nh3+ 10. Kg2 Nf4+ 11. Bxf4 Bc5 12. exd5 O-O 13. dxc6 bxc6 14. Bxc6 Rb8 15. Bd5 Qf6 16. Qd2 Qg6+ 17. Bg3 c6 18. Bxc6 Rxb2 19. Ng5 Rb6 20. exf7+ Rxf7 21. Nxf7 Rxc6 22. Ne5 Qd6 23. Nxc6 Qxc6+ 24. Ne4 Bd4 25. Rhf1 Bg4 26. Qf4 Qc8 27. Nf6+ Kf8 28. Nd5+ Ke8 29. Qxd4 Qxc2+ 30. Rf2 Qxf2+ 31. Kxf2 Kf7 32. Qf4+ Kg6 33. Qxg4+ Kh6 34. Bf4+ g5 35. Qxg5# 1-0,,,
Casual Correspondence game,https://lichess.org/Jzq3Q011,2018.10.21,-,Anonymous,HushPuppies,0-1,2018.10.21,05:22:35,?,1500,,,Standard,-,C20,Normal,1. e4 e5 2. d3 c6 3. Nd2 d5 4. Ngf3 Bd6 5. exd5 cxd5 6. Be2 Bg4 7. O-O Bxf3 8. Bxf3 Nc6 9. Bxd5 Nf6 10. Nc4 Nxd5 11. Nxd6+ Qxd6 12. Qg4 O-O 13. c4 Nf6 14. c5 Qxc5 15. Qd1 Nd5 16. Qh5 Nf4 17. Qg5 Qd5 18. g3 Qg2# 0-1,,,
